TimeStamp,HeartRate,BreathRate
1603386328,72.59,17.79
1603386358,72.37,16.99
1603386388,73.49,17.06
1603386418,73.2,17.58
1603386448,74.86,17.54
1603386478,73.28,16.93
1603386508,74.12,16.89
1603386538,74.12,17.87
1603386568,72.97,16.59
1603386598,71.38,16.45
1603386628,71.92,17.56
1603386658,74.41,17.56
1603386688,72.29,17.16
1603386718,73.08,17.03
1603386748,74.41,17.12
1603386778,73.37,17.01
1603386808,72.16,16.68
1603386838,73.72,17.58
1603386868,72.96,17.48
1603386898,73.57,17.88
1603386928,72.99,17.44
1603386958,72.03,16.87
1603386988,73.55,17.1
1603387018,75.35,17.22
1603387048,74.91,17.5
1603387078,73.05,17.4
1603387108,74.92,18.56
1603387138,75.55,18.56
1603387168,72.24,16.83
1603387198,75.68,18.28
1603387228,72.07,17.07
1603387258,71.74,17.36
1603387288,72.15,17.14
1603387318,72.43,17.12
1603387348,72.74,16.87
1603387378,73.2,16.87
1603387408,73.65,17.5
1603387438,74.99,17.34
1603387468,73.58,16.89
1603387498,73.61,17.39
1603387528,73.05,17.03
1603387558,74.83,18.23
1603387588,74.61,17.87
1603387618,75.29,17.81
1603387648,73.93,17.88
1603387678,75.68,17.36
1603387708,76.26,17.92
1603387738,73.07,18.03
1603387768,73.57,17.4
1603387798,74.35,18.09
1603387828,72.13,16.91
1603387858,72.38,18.4
1603387888,73.83,16.89
1603387918,73.38,17.7
1603387948,73.21,17.4
1603387978,75.79,17.81
1603388008,73.0,17.26
1603388038,73.38,17.44
1603388068,74.84,17.75
1603388098,74.44,17.75
1603388128,69.86,16.48
1603388158,70.17,16.84
1603388188,71.89,16.48
1603388218,69.97,16.48
1603388248,69.97,16.48
1603388278,69.97,16.48
1603388308,69.97,16.48
1603388338,69.97,16.48
1603388368,76.94,19.79
1603388398,75.92,16.85
1603388428,71.39,17.79
1603388458,74.94,17.61
1603388488,72.92,17.54
1603388518,70.8,18.01
1603388548,75.87,17.9
1603388578,75.21,17.9
1603388608,77.94,17.77
1603388638,76.18,17.52
1603388668,69.0,18.36
1603388698,78.62,17.94
1603388728,78.33,17.32
1603388758,78.16,17.28
1603388788,79.04,18.84
1603388818,77.17,17.48
1603388848,78.9,17.79
1603388878,78.17,19.11
1603388908,80.97,16.84
1603388938,78.67,17.54
1603388968,75.1,19.4
1603388998,80.14,18.25
1603389028,78.51,18.86
1603389058,73.61,17.36
1603389088,81.42,18.91
1603389118,79.91,19.93
1603389148,82.25,20.24
1603389178,81.83,17.69
1603389208,81.74,16.95
1603389238,79.95,18.89
1603389268,77.7,18.89
1603389298,73.34,18.89
1603389328,82.67,19.47
1603389358,84.33,17.5
1603389388,87.47,18.02
1603389418,79.01,17.18
1603389448,78.89,18.5
1603389478,76.82,19.76
1603389508,78.32,20.68
1603389538,81.13,20.68
1603389568,79.09,16.74
1603389598,79.17,17.75
1603389628,80.63,18.29
1603389658,78.61,16.99
1603389688,81.36,17.27
1603389718,80.64,18.07
1603389748,79.4,16.84
1603389778,80.68,16.69
1603389808,80.47,16.65
1603389838,80.68,17.01
1603389868,81.31,17.52
1603389898,81.59,17.4
1603389928,78.69,16.58
1603389958,82.14,17.12
1603389988,80.97,17.05
1603390018,81.93,17.79
1603390048,80.85,17.2
1603390078,81.14,17.19
1603390108,81.55,17.88
1603390138,81.17,17.69
1603390168,82.17,17.32
1603390198,81.71,17.77
1603390228,82.82,17.64
1603390258,81.63,17.22
1603390288,82.95,17.64
1603390318,84.57,17.94
1603390348,78.29,17.42
1603390378,80.2,17.77
1603390408,83.64,17.48
1603390438,80.76,17.84
1603390468,81.06,16.97
1603390498,80.5,16.97
1603390528,80.65,17.38
1603390558,81.58,16.99
1603390588,79.92,17.63
1603390618,80.91,17.05
1603390648,82.21,17.99
1603390678,79.85,17.4
1603390708,81.57,17.75
1603390738,83.12,17.75
1603390768,81.27,18.05
1603390798,82.07,16.19
1603390828,75.81,17.75
1603390858,79.56,17.38
1603390888,82.06,17.38
1603390918,80.26,17.69
1603390948,81.28,17.36
1603390978,80.28,17.36
1603391008,81.27,17.71
1603391038,81.52,16.77
1603391068,82.12,17.81
1603391098,82.29,17.16
1603391128,80.95,17.94
1603391158,81.5,17.18
1603391188,80.99,17.77
1603391218,79.33,18.01
1603391248,85.1,17.62
1603391278,82.37,18.18
1603391308,82.43,17.14
1603391338,80.37,17.52
1603391368,79.57,17.38
1603391398,83.42,17.67
1603391428,81.86,17.81
1603391458,81.56,18.25
1603391488,81.89,18.03
1603391518,80.63,17.21
1603391548,81.07,17.73
1603391578,82.86,18.06
1603391608,83.72,17.71
1603391638,83.78,17.84
1603391668,81.26,17.61
1603391698,81.79,17.81
1603391728,82.16,17.78
1603391758,81.44,18.23
1603391788,82.17,17.94
1603391818,82.35,17.69
1603391848,81.69,17.34
1603391878,82.12,17.79
1603391908,79.98,17.7
1603391938,82.33,17.42
1603391968,82.98,17.5
1603391998,80.14,17.44
1603392028,81.02,17.96
1603392058,80.97,17.69
1603392088,82.26,17.58
1603392118,81.26,17.26
1603392148,81.73,17.9
1603392178,82.12,17.56
1603392208,87.41,17.58
1603392238,91.07,18.94
1603392268,73.28,17.36
1603392298,75.34,17.56
1603392328,78.79,17.44
1603392358,80.64,19.31
1603392388,89.01,19.31
1603392418,80.79,19.31
1603392448,75.7,16.74
1603392478,78.98,17.38
1603392508,76.44,16.65
1603392538,79.67,17.4
1603392568,78.63,17.39
1603392598,81.55,17.09
1603392628,82.82,17.86
1603392658,82.82,17.86
1603392688,81.55,18.42
1603392718,78.77,16.84
1603392748,77.22,16.8
1603392778,79.52,17.42
1603392808,79.35,17.63
1603392838,83.14,17.28
1603392868,83.0,17.61
1603392898,81.71,17.61
1603392928,78.62,17.24
1603392958,89.19,17.08
1603392988,80.97,17.9
1603393018,86.68,17.43
1603393048,86.88,17.22
1603393078,85.4,18.12
1603393108,85.92,17.75
1603393138,83.99,17.75
1603393168,81.78,17.94
1603393198,82.34,17.36
1603393228,81.47,17.44
1603393258,78.17,17.38
1603393288,79.76,17.94
1603393318,80.77,17.58
1603393348,82.61,17.58
1603393378,81.67,17.58
1603393408,91.38,16.29
1603393438,87.33,17.65
1603393468,89.53,17.54
1603393498,80.92,16.99
1603393528,83.21,17.12
1603393558,92.43,17.46
1603393588,77.04,17.46
1603393618,79.38,17.46
1603393648,78.99,17.81
1603393678,80.12,18.02
1603393708,80.41,17.34
1603393738,80.41,19.51
1603393768,76.27,17.56
1603393798,75.62,17.56
1603393828,76.76,17.56
1603393858,77.96,17.56
1603393888,72.33,17.73
1603393918,72.0,17.71
1603393948,75.73,19.05
1603393978,74.59,18.6
1603394008,74.18,19.69
1603394038,74.34,18.25
1603394068,77.62,21.13
1603394098,76.75,21.13
1603394128,76.61,19.76
1603394158,72.89,20.95
1603394188,75.45,19.62
1603394218,71.53,22.52
1603394248,77.93,22.83
1603394278,77.21,21.46
1603394308,76.2,21.46
1603394338,80.12,21.46
1603394368,76.16,18.75
1603394398,69.26,21.23
1603394428,71.04,18.05
1603394458,70.42,19.38
1603394488,73.93,19.67
1603394518,71.6,19.67
1603394548,78.71,19.67
1603394578,71.87,19.67
1603394608,69.66,18.77
1603394638,68.14,20.44
1603394668,67.29,23.17
1603394698,81.81,18.71
1603394728,73.3,17.86
1603394758,73.72,19.62
1603394788,73.28,19.62
