TimeStamp,HeartRate,BreathRate
1603649540,46.16,9.53
1603649570,46.16,9.53
1603649600,46.16,9.53
1603649630,46.16,9.53
1603649660,46.16,9.53
1603649690,46.16,9.53
1603649720,46.16,9.53
1603649750,46.16,9.53
1603649780,82.37,19.35
1603649810,87.91,36.14
1603649840,76.88,19.23
1603649870,74.86,20.88
1603649900,82.7,37.17
1603649930,82.18,34.64
1603649960,77.26,37.5
1603649990,77.27,37.5
1603650020,88.78,36.76
1603650050,66.9,39.68
1603650080,65.17,41.67
1603650110,85.54,31.65
1603650140,88.0,31.65
1603650170,86.94,31.65
1603650200,86.29,31.65
1603650230,86.32,31.65
1603650260,88.72,42.13
1603650290,88.74,31.28
1603650320,85.25,35.46
1603650350,84.8,34.29
1603650380,86.65,34.29
1603650410,83.81,34.29
1603650440,86.43,34.29
1603650470,86.39,34.29
1603650500,86.09,33.08
1603650530,84.12,34.72
1603650560,84.21,37.5
1603650590,84.5,37.5
1603650620,91.24,37.5
1603650650,90.37,37.5
1603650680,87.52,37.5
1603650710,86.33,37.5
1603650740,87.17,38.07
1603650770,87.23,41.15
1603650800,88.11,38.27
1603650830,87.75,39.47
1603650860,86.98,39.06
1603650890,87.32,36.59
1603650920,87.82,36.59
1603650950,87.82,36.59
1603650980,92.82,37.78
1603651010,90.66,36.32
1603651040,87.07,38.22
1603651070,88.74,38.22
1603651100,88.06,38.22
1603651130,87.19,38.22
1603651160,88.61,38.22
1603651190,88.05,38.22
1603651220,87.51,36.76
1603651250,86.56,38.31
1603651280,86.68,39.06
1603651310,85.68,36.72
1603651340,83.67,36.72
1603651370,87.7,36.72
1603651400,87.35,36.72
1603651430,87.2,36.72
1603651460,87.11,37.54
1603651490,84.54,35.13
1603651520,87.45,35.76
1603651550,88.46,35.55
1603651580,88.46,38.56
1603651610,88.66,38.56
1603651640,88.33,38.56
1603651670,88.3,38.56
1603651700,88.74,36.76
1603651730,86.81,38.17
1603651760,88.32,14.07
1603651790,86.96,39.16
1603651820,88.14,40.0
1603651850,88.62,44.71
1603651880,88.37,44.71
1603651910,86.97,44.71
1603651940,86.81,41.55
1603651970,88.81,38.76
1603652000,88.74,36.1
1603652030,88.18,38.07
1603652060,87.34,34.8
1603652090,89.13,36.76
1603652120,88.22,36.76
1603652150,88.93,36.76
1603652180,89.98,36.94
1603652210,90.37,37.31
1603652240,89.6,34.48
1603652270,89.62,36.95
1603652300,88.57,38.17
1603652330,89.15,38.17
1603652360,89.15,38.17
1603652390,47.24,38.17
1603652420,81.14,28.3
1603652450,88.5,26.09
1603652480,88.92,29.47
1603652510,85.94,23.73
1603652540,87.68,19.71
1603652570,86.74,19.71
1603652600,87.29,19.71
1603652630,81.95,19.71
1603652660,83.77,24.47
1603652690,83.81,24.23
1603652720,81.89,24.67
1603652750,81.59,26.74
1603652780,81.96,24.51
1603652810,82.22,26.74
1603652840,81.71,26.0
1603652870,80.14,28.63
1603652900,81.46,26.5
1603652930,82.01,25.1
1603652960,82.27,24.83
1603652990,81.95,26.46
1603653020,81.62,28.38
1603653050,85.31,17.41
1603653080,81.41,27.32
1603653110,85.5,27.32
1603653140,82.96,27.93
1603653170,82.71,28.36
1603653200,82.75,15.58
1603653230,82.72,31.71
1603653260,82.22,26.69
1603653290,82.28,29.04
1603653320,82.16,27.52
1603653350,81.46,27.68
1603653380,81.92,28.95
1603653410,82.06,29.59
1603653440,83.26,26.39
1603653470,82.99,27.96
1603653500,82.54,27.12
1603653530,83.02,25.0
1603653560,83.02,27.35
1603653590,82.12,15.91
1603653620,81.99,28.14
1603653650,82.48,28.09
1603653680,81.87,27.32
1603653710,82.41,27.55
1603653740,82.32,26.02
1603653770,82.25,27.47
1603653800,82.28,26.91
1603653830,82.35,28.46
1603653860,82.11,21.41
1603653890,82.15,26.74
1603653920,81.93,28.76
1603653950,81.3,27.99
1603653980,81.24,25.0
1603654010,81.61,27.88
1603654040,82.59,26.09
1603654070,82.76,28.85
1603654100,81.05,24.39
1603654130,81.0,27.7
1603654160,82.09,26.64
1603654190,81.26,27.62
1603654220,80.74,28.14
1603654250,80.71,24.79
1603654280,82.0,27.4
1603654310,80.67,27.15
1603654340,82.08,26.5
1603654370,81.23,27.1
1603654400,82.73,24.59
1603654430,81.19,24.35
1603654460,82.01,26.6
1603654490,81.68,26.36
1603654520,80.93,25.64
1603654550,80.74,26.22
1603654580,82.95,27.17
1603654610,81.54,28.25
1603654640,84.99,26.16
1603654670,80.91,27.12
1603654700,81.12,26.22
1603654730,80.07,26.0
1603654760,81.17,26.79
1603654790,81.37,26.55
1603654820,83.46,26.27
1603654850,81.56,24.92
1603654880,81.12,26.6
1603654910,84.55,26.32
1603654940,80.56,24.75
1603654970,81.81,27.65
1603655000,81.33,26.06
1603655030,81.85,25.68
1603655060,82.43,25.57
1603655090,80.79,26.5
1603655120,81.38,27.8
1603655150,81.31,25.0
1603655180,81.02,27.78
1603655210,81.0,27.52
1603655240,82.07,26.22
1603655270,81.61,26.43
1603655300,80.09,25.9
1603655330,81.16,26.22
1603655360,80.83,24.51
1603655390,82.03,26.29
1603655420,80.83,25.95
1603655450,81.55,28.36
1603655480,81.5,25.82
1603655510,82.86,25.82
1603655540,85.8,27.03
1603655570,82.68,27.86
1603655600,81.36,28.99
1603655630,81.36,28.63
1603655660,84.36,27.42
1603655690,85.59,27.42
1603655720,83.9,27.42
1603655750,83.46,27.42
1603655780,82.25,28.03
1603655810,82.82,28.09
1603655840,83.59,27.93
1603655870,82.24,26.69
1603655900,83.49,27.4
1603655930,83.25,26.98
1603655960,83.87,26.04
1603655990,82.33,25.77
1603656020,83.8,26.55
1603656050,86.97,24.57
1603656080,83.86,28.46
1603656110,83.42,25.95
1603656140,81.52,23.4
1603656170,84.62,28.2
1603656200,82.38,28.79
1603656230,81.53,26.93
1603656260,83.17,26.97
1603656290,83.53,27.93
1603656320,85.83,26.83
1603656350,82.09,27.73
1603656380,84.88,27.75
1603656410,80.45,25.25
1603656440,81.93,26.76
1603656470,83.68,28.49
1603656500,85.92,24.51
1603656530,88.16,28.41
1603656560,82.82,28.74
1603656590,82.82,28.54
1603656620,83.84,28.74
1603656650,88.21,28.9
1603656680,92.9,28.9
1603656710,89.64,28.9
1603656740,84.75,24.27
1603656770,87.73,27.88
1603656800,86.25,26.74
1603656830,87.1,28.52
1603656860,90.38,30.18
1603656890,96.37,33.41
1603656920,88.19,33.41
1603656950,88.46,33.41
1603656980,88.24,34.05
1603657010,88.91,30.93
1603657040,89.4,28.25
1603657070,89.45,28.79
1603657100,89.22,33.52
1603657130,90.6,30.24
1603657160,89.12,31.85
