TimeStamp,HeartRate,BreathRate
1603474356,81.56,9.94
1603474386,81.56,10.83
1603474416,80.17,10.18
1603474446,80.86,17.79
1603474476,77.68,17.79
1603474506,75.95,17.79
1603474536,76.89,17.79
1603474566,66.24,17.79
1603474596,71.36,18.7
1603474626,71.21,14.55
1603474656,68.12,23.36
1603474686,81.26,17.42
1603474716,70.45,19.66
1603474746,68.38,20.92
1603474776,64.65,20.92
1603474806,71.2,20.92
1603474836,86.36,20.6
1603474866,94.16,21.52
1603474896,94.16,15.91
1603474926,94.16,15.91
1603474956,49.0,15.91
1603474986,98.04,15.91
1603475016,85.0,15.91
1603475046,72.39,15.91
1603475076,87.96,20.32
1603475106,90.77,20.89
1603475136,78.66,16.88
1603475166,78.66,17.13
1603475196,81.34,12.72
1603475226,88.93,10.98
1603475256,69.96,10.98
1603475286,72.95,10.98
1603475316,72.95,18.4
1603475346,91.77,18.4
1603475376,91.77,18.4
1603475406,91.77,18.4
1603475436,91.77,18.4
1603475466,91.77,18.4
1603475496,91.77,18.4
1603475526,91.77,18.4
1603475556,85.01,19.55
1603475586,104.83,20.26
1603475616,89.77,21.31
1603475646,87.4,23.77
1603475676,82.07,17.54
1603475706,88.43,19.69
1603475736,88.43,19.69
1603475766,81.02,19.69
1603475796,78.97,19.43
1603475826,78.97,17.64
1603475856,80.42,21.55
1603475886,94.53,10.57
1603475916,60.26,16.69
1603475946,85.29,22.66
1603475976,86.92,20.95
1603476006,87.94,20.95
1603476036,69.14,16.91
1603476066,60.38,17.38
1603476096,60.38,14.72
1603476126,73.26,14.56
1603476156,64.11,16.17
1603476186,64.11,17.1
1603476216,86.06,25.82
1603476246,47.89,25.82
1603476276,90.95,19.07
1603476306,68.28,18.84
1603476336,72.71,17.61
1603476366,68.95,17.92
1603476396,81.44,8.39
1603476426,82.94,8.39
1603476456,80.99,8.39
1603476486,74.98,8.39
1603476516,74.98,16.99
1603476546,91.52,20.79
1603476576,82.16,14.87
1603476606,60.73,15.58
1603476636,60.95,15.85
1603476666,61.15,15.85
1603476696,39.96,15.85
1603476726,89.1,15.85
1603476756,68.43,15.97
1603476786,71.82,16.25
1603476816,74.65,14.07
1603476846,65.03,15.02
1603476876,65.84,14.62
1603476906,66.46,15.12
1603476936,61.68,11.19
1603476966,61.68,11.19
1603476996,61.19,14.53
1603477026,58.14,18.42
1603477056,72.52,14.01
1603477086,77.17,14.65
1603477116,69.9,14.35
1603477146,70.25,14.9
1603477176,57.29,16.39
1603477206,58.08,14.91
1603477236,92.27,15.0
1603477266,91.49,13.9
1603477296,98.07,13.17
1603477326,99.91,13.57
1603477356,80.04,13.12
1603477386,79.43,13.57
1603477416,87.36,14.16
1603477446,83.88,13.86
1603477476,83.88,14.12
1603477506,67.44,13.71
1603477536,74.86,13.21
1603477566,73.25,14.34
1603477596,64.42,15.13
1603477626,91.61,13.97
1603477656,82.2,13.6
1603477686,84.8,13.57
1603477716,85.34,14.73
1603477746,86.81,13.6
1603477776,87.49,14.14
1603477806,84.03,13.3
1603477836,83.66,14.31
1603477866,86.81,13.93
1603477896,86.41,14.36
1603477926,86.35,14.99
1603477956,81.71,13.88
1603477986,92.68,14.05
1603478016,92.68,15.1
1603478046,90.84,14.82
1603478076,68.91,12.52
1603478106,67.41,12.52
1603478136,67.8,12.52
1603478166,64.29,12.52
1603478196,61.08,15.81
1603478226,59.6,15.58
1603478256,63.24,15.53
1603478286,69.98,16.97
1603478316,54.71,14.55
1603478346,62.88,13.53
1603478376,65.64,14.12
1603478406,81.44,15.23
1603478916,81.44,15.32
1603478946,93.89,16.09
1603478976,91.05,13.59
1603479006,89.51,13.59
1603479036,75.14,13.59
1603479066,75.14,13.59
1603479096,63.14,13.59
1603479126,61.11,13.59
1603479156,57.35,12.26
1603479186,61.57,11.51
1603479216,60.25,14.86
1603479246,65.74,18.07
1603479276,62.87,10.68
1603479306,89.49,10.68
1603479336,71.3,10.68
1603479366,75.72,10.68
1603479396,76.29,23.62
1603479426,67.42,25.55
1603479456,76.48,21.2
1603479486,78.5,30.24
1603479516,81.59,24.67
1603479546,83.85,25.93
1603479576,93.68,25.68
1603479606,89.7,25.68
1603479636,70.18,27.1
1603479666,75.27,13.84
1603479696,74.96,15.17
1603479726,82.61,18.65
1603479756,73.56,24.92
1603479786,83.88,9.75
1603479816,59.21,17.16
1603479846,70.47,19.08
1603479876,86.49,13.95
1603479906,91.17,27.83
1603479936,81.91,16.59
1603479966,85.05,25.21
1603479996,91.04,14.42
1603480026,80.68,28.25
1603480056,94.93,18.15
1603480086,75.48,15.02
1603480116,86.96,29.01
1603480146,84.49,25.77
1603480176,96.9,13.45
1603480206,84.72,24.04
1603480236,81.85,24.75
1603480266,94.36,29.33
1603480296,83.94,25.21
1603480326,90.16,27.22
1603480356,86.84,26.55
1603480386,92.23,27.57
1603480416,88.5,15.65
1603480446,92.01,29.7
1603480476,97.48,23.73
1603480506,96.89,22.83
1603480536,85.8,28.06
1603480566,88.22,13.74
1603480596,85.64,15.5
1603480626,80.96,27.22
1603480656,91.41,27.68
1603480686,87.73,15.38
1603480716,84.32,13.8
1603480746,91.71,27.78
1603480776,87.95,13.04
1603480806,94.98,27.47
1603480836,93.53,27.9
1603480866,85.95,21.13
1603480896,85.49,22.69
1603480926,87.44,13.66
1603480956,87.1,13.82
1603480986,89.32,13.57
1603481016,85.84,14.08
1603481046,82.61,14.05
1603481076,75.59,16.59
1603481106,79.8,14.46
1603481136,83.03,13.46
1603481166,77.96,26.6
1603481196,91.67,14.1
1603481226,79.97,13.36
1603481256,77.99,31.58
1603481286,88.23,22.52
1603481316,84.23,14.18
1603481346,80.77,13.57
1603481376,86.42,14.51
1603481406,81.22,13.35
1603481436,75.39,13.27
1603481466,76.87,12.71
1603481496,92.29,13.23
1603481526,81.67,12.98
1603481556,81.86,21.08
1603481586,79.24,13.37
1603481616,86.72,13.94
1603481646,97.02,20.49
1603481676,88.2,13.33
1603481706,86.04,14.03
1603481736,89.28,14.33
1603481766,83.42,21.34
1603481796,74.54,13.47
1603481826,83.02,13.39
1603481856,77.73,12.78
1603481886,74.0,13.38
1603481916,74.42,13.2
1603481946,68.02,13.23
1603481976,70.69,13.48
1603482006,80.11,13.42
1603482036,28.73,20.96
1603482066,74.53,15.47
1603482096,78.58,13.76
1603482126,64.57,13.32
1603482156,74.33,13.43
1603482186,75.48,14.29
1603482216,69.45,21.16
1603482246,83.81,21.16
1603482276,80.51,13.02
1603482306,90.52,15.48
1603482336,62.14,12.53
1603482366,63.27,15.1
1603482396,66.88,12.5
1603482426,77.55,11.99
1603482456,72.86,11.99
1603482486,80.91,11.99
1603482516,69.43,10.98
1603482546,71.02,11.92
1603482576,83.55,18.25
1603482606,80.88,13.18
1603482636,87.72,12.77
1603482666,83.19,11.75
1603482696,72.06,11.75
1603482726,92.7,11.75
1603482756,76.52,11.26
1603482786,77.73,13.72
1603482816,65.52,12.24
1603482846,84.14,22.32
1603482876,76.83,11.96
1603482906,82.87,17.76
1603482936,67.95,11.96
1603482966,62.28,12.5
1603482996,76.84,22.56
1603483026,75.38,22.97
1603483056,76.19,12.06
1603483086,77.43,13.7
1603483116,87.09,11.37
1603483146,78.32,11.37
1603483176,79.52,11.37
1603483206,80.32,11.37
1603483236,80.32,12.8
1603483266,64.95,12.65
1603483296,67.59,13.23
1603483326,57.18,14.07
1603483356,65.28,21.99
1603483386,66.05,21.99
1603483416,60.48,21.99
1603483446,67.13,21.99
1603483476,66.49,17.17
1603483506,63.94,14.46
1603483536,66.05,15.48
1603483566,57.0,14.99
1603483596,48.11,24.67
1603483626,71.43,13.35
1603483656,84.79,12.25
1603483686,85.21,12.25
1603483716,76.15,22.12
1603483746,75.56,12.71
1603483776,70.81,20.38
1603483806,64.82,15.1
1603483836,62.36,12.42
1603483866,64.37,22.73
1603483896,67.31,24.71
1603483926,66.71,23.15
1603483956,64.52,25.06
1603483986,69.45,25.55
1603484016,71.12,26.36
1603484046,71.59,26.13
1603484076,70.82,24.53
1603484106,87.5,19.93
1603484136,89.94,25.04
1603484166,89.38,26.41
1603484196,67.77,26.5
1603484226,68.09,26.18
1603484256,65.66,25.13
1603484286,62.64,26.11
1603484316,63.46,23.66
1603484346,71.18,17.56
1603484376,64.44,23.89
1603484406,73.22,24.81
1603484436,90.21,23.79
1603484466,86.66,14.52
1603484496,75.53,27.8
1603484526,75.15,24.19
1603484556,72.91,24.12
1603484586,72.62,25.47
1603484616,75.31,26.18
1603484646,77.81,15.87
1603484676,66.11,24.43
1603484706,65.25,24.06
1603484736,76.3,25.34
1603484766,79.61,18.61
1603484796,87.85,26.93
1603484826,66.5,26.93
1603484856,54.21,26.93
1603484886,61.74,26.93
1603484916,88.88,26.36
1603484946,68.66,23.81
1603484976,66.78,25.55
1603485006,71.63,26.6
1603485036,79.43,25.84
1603485066,73.7,23.4
1603485096,65.01,23.08
1603485126,68.7,23.08
1603485156,68.61,24.93
1603485186,62.65,25.82
1603485216,70.0,25.0
1603485246,65.96,24.79
1603485276,69.8,24.51
1603485306,64.15,13.51
1603485336,64.24,12.74
1603485366,67.52,12.96
1603485396,72.35,12.59
1603485426,66.76,12.72
1603485456,65.91,29.24
1603485486,81.3,14.92
1603485516,79.16,13.55
1603485546,90.18,22.52
1603485576,73.37,22.19
1603485606,81.15,12.88
1603485636,72.67,23.07
1603485666,87.92,21.4
1603485696,73.11,20.88
1603485726,68.74,13.35
1603485756,67.78,25.77
1603485786,69.67,27.88
1603485816,68.43,24.79
1603485846,67.65,21.04
1603485876,79.18,13.66
1603485906,74.19,13.4
1603485936,79.02,13.22
1603485966,70.18,14.03
1603485996,78.02,12.22
1603486026,70.02,13.36
1603486056,79.47,21.68
1603486086,69.83,12.64
1603486116,87.66,13.36
1603486146,87.63,13.96
1603486176,77.27,13.76
1603486206,83.88,13.38
1603486236,82.6,12.54
1603486266,78.1,12.59
1603486296,97.13,12.89
1603486326,88.4,14.59
1603486356,82.63,12.64
1603486386,93.51,13.33
1603486416,94.3,13.5
1603486446,87.41,14.94
1603486476,93.01,14.13
1603486506,87.35,13.76
1603486536,92.65,13.2
1603486566,90.73,13.67
1603486596,86.57,13.61
1603486626,93.67,12.53
1603486656,89.1,13.83
1603486686,92.19,13.31
1603486716,80.56,13.72
1603486746,91.94,12.88
1603486776,84.66,13.1
1603486806,89.01,12.56
1603486836,83.35,13.32
1603486866,80.24,14.21
1603486896,83.06,13.12
1603486926,84.83,13.6
1603486956,75.37,12.66
1603486986,79.81,12.88
1603487016,87.69,14.09
1603487046,78.24,13.5
1603487076,87.76,12.8
1603487106,94.65,12.98
1603487136,89.62,12.85
1603487166,93.85,13.4
1603487196,86.78,12.57
1603487226,93.06,14.99
1603487256,95.53,13.26
1603487286,85.82,12.69
1603487316,87.85,13.45
1603487346,86.04,12.76
1603487376,91.96,12.95
1603487406,82.98,13.97
1603487436,85.52,12.72
1603487466,83.43,12.56
1603487496,86.25,14.35
1603487526,75.47,13.81
1603487556,86.08,14.37
1603487586,92.16,12.99
1603487616,81.06,13.35
1603487646,86.87,14.85
1603487676,90.11,14.07
1603487706,86.49,12.7
1603487736,93.89,12.92
1603487766,83.66,13.56
1603487796,84.84,13.27
1603487826,84.34,13.49
1603487856,83.01,13.16
1603487886,84.78,13.48
1603487916,74.93,30.0
1603487946,69.35,13.99
1603487976,75.34,14.21
1603488006,81.92,14.21
1603488036,72.51,13.09
1603488066,78.67,15.37
1603488096,70.69,25.73
1603488126,67.03,25.86
1603488156,66.38,23.9
1603488186,71.27,24.98
1603488216,68.98,24.53
1603488246,76.96,24.04
1603488276,66.56,23.51
1603488306,70.68,19.29
1603488336,80.62,23.89
1603488366,80.66,12.45
1603488396,69.96,13.29
1603488426,82.74,11.69
1603488456,68.41,11.85
1603488486,64.4,11.85
1603488516,72.13,13.01
1603488546,95.02,8.59
1603488576,60.35,14.81
1603488606,69.23,14.66
1603488636,67.73,8.17
1603488666,70.55,21.8
1603488696,69.15,12.21
1603488726,59.32,11.93
1603488756,73.29,13.09
1603488786,67.47,22.39
1603488816,73.6,12.02
1603488846,75.9,13.23
1603488876,73.53,14.66
1603488906,71.12,21.65
1603488936,69.8,21.65
1603488966,62.78,21.65
1603488996,62.78,11.37
1603489026,61.62,13.32
1603489056,73.78,20.49
1603489086,71.66,22.49
1603489116,69.97,22.49
1603489146,64.7,22.52
1603489176,70.16,22.56
1603489206,71.7,22.56
1603489236,70.8,21.49
1603489266,70.19,12.13
1603489296,70.83,16.27
1603489326,69.83,2.35
1603489356,61.52,21.25
1603489386,58.6,22.42
1603489416,86.88,22.42
1603489446,86.93,22.42
1603489476,82.91,23.11
1603489506,75.78,22.52
1603489536,79.37,23.9
1603489566,87.14,24.27
1603489596,82.52,19.53
1603489626,83.44,23.18
1603489656,84.19,19.01
1603489686,82.8,20.19
1603489716,94.45,21.66
1603489746,78.23,24.47
1603489776,88.12,20.23
1603489806,83.39,22.34
1603489836,73.92,22.54
1603489866,69.28,20.24
1603489896,81.58,23.57
1603489926,83.36,24.19
1603489956,87.92,24.45
1603489986,82.49,24.69
1603490016,91.17,21.43
1603490046,86.89,25.55
1603490076,87.29,24.12
1603490106,93.29,22.74
1603490136,80.6,26.11
1603490166,84.34,24.75
1603490196,81.8,21.43
1603490226,91.79,23.06
1603490256,94.42,22.99
1603490286,95.22,25.45
1603490316,92.92,12.2
1603490346,89.91,22.78
1603490376,86.28,12.74
1603490406,91.53,25.06
1603490436,77.74,21.98
1603490466,89.74,22.39
1603490496,84.75,22.73
1603490526,80.2,22.42
1603490556,78.97,14.03
1603490586,82.78,21.68
1603490616,78.05,21.13
1603490646,92.06,25.04
1603490676,82.33,12.83
1603490706,95.25,22.34
1603490736,89.49,26.6
1603490766,93.27,28.2
1603490796,84.0,23.96
1603490826,91.6,22.49
1603490856,93.74,22.49
1603490886,76.47,22.49
1603490916,92.5,14.66
1603490946,82.51,14.4
1603490976,56.48,16.18
1603491006,88.84,14.21
1603491036,83.9,13.9
1603491066,95.01,13.91
1603491096,90.16,24.27
1603491126,84.71,24.27
1603491156,85.21,13.14
1603491186,95.19,12.09
1603491216,91.73,14.08
1603491246,89.79,13.19
1603491276,77.4,12.86
1603491306,78.07,12.8
1603491336,87.87,12.98
1603491366,69.19,12.23
