TimeStamp,HeartRate,BreathRate
1602181820,101.57,13.7
1602181850,103.04,17.67
1602181880,79.84,17.67
1602181910,106.87,17.67
1602181940,106.21,17.67
1602181970,88.42,17.67
1602182000,68.84,17.67
1602182030,66.97,17.67
1602182060,99.16,17.96
1602182090,100.65,12.89
1602182120,92.01,17.34
1602182150,89.87,20.6
1602182180,102.88,14.16
1602182210,102.88,10.65
1602182240,94.42,10.65
1602182270,79.87,10.65
1602182300,90.32,12.85
1602182330,92.91,26.18
1602182360,90.66,11.96
1602182390,102.03,16.49
1602182420,69.63,20.37
1602182450,92.41,20.37
1602182480,92.41,20.37
1602182510,101.36,20.37
1602182540,93.85,18.36
1602182570,97.57,13.7
1602182600,86.52,16.89
1602182630,96.89,17.7
1602182660,99.66,15.96
1602182690,91.88,13.67
1602182720,89.8,16.82
1602182750,84.35,16.82
1602182780,93.9,14.95
1602182810,100.89,24.25
1602182840,93.75,24.71
1602182870,99.01,26.41
1602182900,100.65,26.41
1602182930,105.76,26.41
1602182960,102.22,26.41
1602182990,103.78,26.41
1602183020,104.51,27.42
1602183050,105.25,24.29
1602183080,106.79,24.21
1602183110,106.31,26.11
1602183140,107.16,26.29
1602183170,105.05,23.24
1602183200,101.96,24.88
1602183230,106.25,24.88
1602183260,106.25,24.0
1602183290,103.85,23.42
1602183320,104.54,24.51
1602183350,104.32,22.32
1602183380,107.56,22.94
1602183410,106.68,23.68
1602183440,106.8,24.96
1602183470,106.68,24.96
1602183500,104.66,21.8
1602183530,103.78,20.82
1602183560,104.69,20.8
1602183590,104.29,21.1
1602183620,103.3,22.39
1602183650,102.55,20.83
1602183680,101.68,21.61
1602183710,102.06,17.81
1602183740,102.04,18.22
1602183770,103.14,19.74
1602183800,101.02,17.3
1602183830,99.99,17.45
1602183860,102.45,16.69
1602183890,100.96,17.46
1602183920,101.97,16.86
1602183950,100.2,16.86
1602183980,100.66,17.48
1602184010,100.9,16.09
1602184040,99.9,15.42
1602184070,100.3,16.36
1602184100,100.85,15.97
1602184130,99.43,15.72
1602184160,99.68,15.39
1602184190,99.96,15.15
1602184220,99.79,16.41
1602184250,101.07,16.76
1602184280,101.98,16.93
1602184310,101.3,16.16
1602184340,99.93,16.25
1602184370,99.84,16.2
1602184400,99.53,16.2
1602184430,100.97,15.62
1602184460,99.04,16.08
1602184490,98.77,15.64
1602184520,98.86,15.42
1602184550,98.89,16.61
1602184580,98.57,16.04
1602184610,99.52,16.41
1602184640,99.04,15.01
1602184670,99.64,15.62
1602184700,99.2,15.27
1602184730,99.35,15.21
1602184760,99.03,15.78
1602184790,99.09,15.37
1602184820,98.82,15.92
1602184850,99.15,15.99
1602184880,97.95,15.48
1602184910,98.67,15.55
1602184940,101.06,16.79
1602184970,100.88,15.48
1602185000,96.85,18.4
1602185030,101.77,15.79
1602185060,99.98,16.95
1602185090,95.5,16.01
1602185120,97.81,16.01
1602185150,98.73,16.01
1602185180,104.91,17.06
1602185210,100.33,16.95
1602185240,98.75,17.38
1602185270,99.17,16.95
1602185300,99.31,16.95
1602185330,99.43,18.05
1602185360,99.44,16.61
1602185390,98.67,16.61
1602185420,98.88,17.67
1602185450,98.7,16.73
1602185480,98.64,16.71
1602185510,98.14,15.71
1602185540,98.07,16.74
1602185570,97.73,15.99
1602185600,97.4,15.67
1602185630,97.24,15.99
1602185660,100.93,16.37
1602185690,97.46,16.36
1602185720,96.83,16.82
1602185750,99.21,16.38
1602185780,98.74,16.06
1602185810,96.09,16.16
1602185840,97.89,16.26
1602185870,97.51,16.54
1602185900,98.24,16.45
1602185930,97.5,15.12
1602185960,95.92,15.96
1602185990,96.84,15.79
1602186020,98.1,16.08
1602186050,97.88,15.44
1602186080,97.78,16.34
1602186110,94.73,15.9
1602186140,95.84,16.8
1602186170,96.0,15.59
1602186200,94.37,16.02
1602186230,95.95,15.66
1602186260,93.33,16.01
1602186290,94.26,15.32
1602186320,95.44,15.21
1602186350,96.09,15.71
1602186380,95.92,15.8
1602186410,97.28,15.46
1602186440,97.73,15.96
1602186470,98.04,15.82
1602186500,96.83,15.42
1602186530,97.21,15.79
1602186560,98.69,15.17
1602186590,98.1,16.09
1602186620,95.18,16.28
1602186650,93.44,15.89
1602186680,96.79,15.42
1602186710,97.48,17.84
1602186740,100.31,16.91
1602186770,97.71,16.91
1602186800,97.18,16.91
1602186830,97.8,16.91
1602186860,95.56,19.89
1602186890,97.55,16.94
1602186920,100.42,16.65
1602186950,94.61,17.42
1602186980,102.5,17.42
1602187010,89.1,17.42
1602187040,95.93,17.42
1602187070,94.91,17.42
1602187100,95.79,16.11
1602187130,93.37,17.32
1602187160,92.79,16.38
1602187190,94.13,16.69
1602187220,94.59,17.18
1602187250,93.55,14.51
1602187280,93.06,14.51
1602187310,105.51,14.51
1602187340,95.79,18.54
1602187370,96.41,16.87
1602187400,93.93,18.14
1602187430,95.26,16.11
1602187460,94.76,15.96
1602187490,95.41,16.42
1602187520,94.5,15.73
1602187550,94.89,15.73
1602187580,95.5,16.39
1602187610,94.86,15.56
1602187640,95.25,16.01
1602187670,94.93,15.38
1602187700,94.6,15.37
1602187730,95.0,15.35
1602187760,94.69,16.43
1602187790,94.63,15.48
1602187820,94.44,15.95
1602187850,94.2,15.66
1602187880,106.46,18.35
1602187910,96.22,18.09
1602187940,92.69,16.5
1602187970,94.53,17.01
1602188000,94.5,15.61
1602188030,94.59,15.61
1602188060,94.88,16.37
1602188090,93.82,17.24
1602188120,94.56,16.74
1602188150,92.59,15.62
1602188180,94.72,16.18
1602188210,93.9,15.81
1602188240,93.7,15.68
1602188270,94.16,15.81
1602188300,94.33,15.14
1602188330,95.78,16.43
1602188360,93.71,15.21
1602188390,94.1,15.54
1602188420,94.15,15.39
1602188450,93.52,15.35
1602188480,94.17,16.1
1602188510,93.74,15.88
1602188540,95.27,15.34
1602188570,94.01,15.15
1602188600,92.69,16.05
1602188630,94.03,16.08
1602188660,99.3,14.96
1602188690,92.78,14.99
1602188720,94.06,15.34
1602188750,94.67,15.34
1602188780,92.0,14.22
1602188810,93.03,15.24
1602188840,90.87,15.26
1602188870,93.88,14.87
1602188900,91.98,14.81
1602188930,93.33,15.09
1602188960,93.79,14.94
1602188990,91.15,14.49
1602189020,94.25,15.26
1602189050,93.38,15.46
1602189080,93.19,14.88
1602189110,93.5,14.87
1602189140,93.03,14.64
1602189170,93.66,14.99
1602189200,92.57,14.12
1602189230,93.64,14.78
1602189260,91.78,14.79
1602189290,92.49,14.99
1602189320,92.63,14.39
1602189350,92.43,15.35
1602189380,93.06,14.49
1602189410,93.29,14.56
1602189440,90.95,14.89
1602189470,92.36,15.08
1602189500,93.13,15.85
1602189530,93.36,14.44
1602189560,91.94,14.96
1602189590,92.96,15.42
1602189620,91.77,14.49
1602189650,92.89,14.5
1602189680,93.63,14.69
1602189710,90.68,16.97
1602189740,93.53,15.78
1602189770,96.97,20.22
1602189800,98.81,17.58
1602189830,95.72,18.16
1602189860,99.5,16.78
1602189890,96.2,16.89
1602189920,95.17,17.5
1602189950,92.76,18.14
1602189980,94.84,17.92
1602190010,100.6,17.58
1602190040,98.79,17.29
1602190070,88.72,17.84
1602190100,88.06,18.05
1602190130,90.86,18.05
1602190160,92.88,18.05
1602190190,92.63,18.05
1602190220,98.35,18.54
1602190250,91.08,18.43
1602190280,90.43,19.32
1602190310,89.59,16.27
1602190340,92.88,19.21
1602190370,88.66,15.76
1602190400,91.41,17.77
1602190430,91.49,17.77
1602190460,91.47,16.27
1602190490,92.05,18.21
1602190520,93.81,18.5
1602190550,93.92,17.97
1602190580,92.49,17.38
1602190610,87.77,19.22
1602190640,89.94,17.26
1602190670,91.73,17.05
1602190700,103.94,16.81
1602190730,92.47,15.91
1602190760,92.43,15.11
1602190790,91.41,14.42
1602190820,89.86,13.48
1602190850,91.27,13.48
1602190880,91.75,13.48
1602190910,93.23,13.48
1602190940,86.51,14.75
1602190970,91.01,14.82
1602191000,90.72,14.51
1602191030,89.3,14.62
1602191060,91.48,14.76
1602191090,89.78,14.44
1602191120,89.53,14.11
1602191150,92.19,14.11
1602191180,88.96,16.22
1602191210,88.38,14.76
1602191240,87.69,14.42
1602191270,94.81,17.69
1602191300,92.65,16.36
1602191330,90.97,16.45
1602191360,95.66,15.11
1602191390,92.43,15.11
1602191420,90.6,14.21
1602191450,89.96,14.64
1602191480,88.99,15.83
1602191510,90.88,15.59
1602191540,90.81,15.12
1602191570,89.77,15.6
1602191600,90.04,14.82
1602191630,91.18,14.79
1602191660,92.59,13.65
1602191690,92.18,14.6
1602191720,95.54,14.94
1602191750,93.69,15.63
1602191780,91.97,14.53
1602191810,84.97,14.3
1602191840,91.15,14.46
1602191870,91.98,14.81
1602191900,90.9,15.1
1602191930,89.29,14.51
1602191960,87.74,14.29
1602191990,90.51,14.42
1602192020,88.85,15.21
1602192050,89.88,15.08
1602192080,87.16,14.15
1602192110,92.58,14.87
1602192140,90.18,14.28
1602192170,92.56,14.52
1602192200,88.55,14.41
1602192230,88.49,14.85
1602192260,91.41,14.13
1602192290,90.06,14.23
1602192320,95.13,14.38
1602192350,91.02,14.32
1602192380,89.86,15.04
1602192410,93.08,14.33
1602192440,92.8,14.56
1602192470,91.88,14.63
1602192500,90.78,14.1
1602192530,90.13,15.81
1602192560,89.48,15.48
1602192590,82.31,15.14
1602192620,87.8,15.2
1602192650,86.25,15.18
1602192680,86.82,14.61
1602192710,87.6,15.24
1602192740,85.48,14.23
1602192770,89.04,14.66
1602192800,88.68,15.28
1602192830,85.72,15.02
1602192860,93.57,15.37
1602192890,91.12,15.27
1602192920,89.48,15.27
1602192950,90.13,14.45
1602192980,93.23,14.1
1602193010,89.81,14.98
1602193040,90.11,14.68
1602193070,92.34,15.47
1602193100,89.68,14.89
1602193130,92.87,14.97
1602193160,89.61,14.74
1602193190,90.5,15.86
1602193220,89.5,14.86
1602193250,83.38,15.03
1602193280,85.6,14.82
1602193310,88.61,15.12
1602193340,91.88,15.02
1602193370,91.59,15.31
1602193400,90.08,14.95
1602193430,88.55,14.48
1602193460,91.49,14.79
1602193490,89.27,14.85
1602193520,89.45,15.48
1602193550,88.71,15.35
1602193580,86.09,14.51
1602193610,88.68,15.38
1602193640,91.34,14.18
1602193670,83.75,17.52
1602193700,74.05,16.41
1602193730,87.96,16.41
1602193760,88.59,16.41
1602193790,89.21,16.41
1602193820,84.97,17.56
1602193850,88.66,16.57
1602193880,89.51,15.82
1602193910,99.41,16.08
1602193940,81.09,16.08
1602193970,83.07,16.08
1602194000,88.12,16.08
1602194030,87.46,16.08
1602194060,87.7,14.46
1602194090,87.27,15.02
1602194120,85.61,26.74
1602194150,86.54,26.43
1602194180,85.06,14.91
1602194210,85.67,14.46
1602194240,88.62,14.46
1602194270,84.89,14.46
1602194300,92.1,14.52
1602194330,91.98,15.7
1602194360,79.69,15.32
1602194390,83.27,16.29
1602194420,78.34,14.73
1602194450,85.88,14.51
1602194480,84.93,14.51
1602194510,85.24,14.51
1602194540,85.7,13.65
1602194570,86.0,14.11
1602194600,84.8,14.37
1602194630,86.98,15.22
1602194660,83.6,14.18
1602194690,85.64,14.27
1602194720,86.63,14.83
1602194750,84.72,13.65
1602194780,83.9,14.03
1602194810,85.34,13.79
1602194840,85.04,14.12
1602194870,85.2,14.06
1602194900,85.55,13.91
1602194930,86.08,18.01
1602194960,86.04,16.52
1602194990,84.87,16.52
1602195020,85.23,15.45
1602195050,86.41,15.56
1602195080,86.85,15.27
1602195110,96.17,17.88
1602195140,85.54,16.8
1602195170,78.84,16.8
1602195200,84.53,16.8
1602195230,86.13,16.8
1602195260,86.88,16.01
1602195290,93.71,16.7
1602195320,84.85,16.17
1602195350,84.75,16.48
1602195380,87.51,15.24
1602195410,83.86,15.46
1602195440,84.66,14.45
1602195470,84.54,14.45
1602195500,87.33,16.5
1602195530,85.52,16.38
1602195560,79.91,16.85
1602195590,76.95,17.28
1602195620,77.62,17.48
1602195650,81.08,15.38
1602195680,82.31,15.38
1602195710,83.11,15.38
1602195740,90.18,16.17
1602195770,82.3,15.2
1602195800,84.23,13.91
1602195830,82.88,15.01
1602195860,83.29,15.82
1602195890,97.62,19.31
1602195920,84.83,19.31
1602195950,87.45,19.31
1602195980,85.41,16.28
1602196010,84.69,15.86
1602196040,85.45,16.69
1602196070,84.73,16.38
1602196100,85.48,15.32
1602196130,86.08,14.9
1602196160,84.37,15.27
1602196190,85.9,15.12
1602196220,85.65,14.99
1602196250,84.92,15.26
1602196280,90.71,15.4
1602196310,72.76,14.66
1602196340,79.39,15.86
1602196370,79.48,15.12
1602196400,84.74,15.12
1602196430,79.28,15.12
1602196460,83.19,15.99
1602196490,81.19,14.33
1602196520,83.51,15.67
1602196550,80.39,14.46
1602196580,83.5,14.08
1602196610,81.56,14.14
1602196640,81.45,14.04
1602196670,81.54,14.61
1602196700,81.66,13.82
1602196730,81.65,13.62
1602196760,80.81,14.53
1602196790,83.13,15.01
1602196820,74.57,17.4
1602196850,74.54,17.4
1602196880,74.37,17.4
1602196910,80.61,17.4
1602196940,82.09,16.54
1602196970,82.2,14.6
1602197000,77.58,16.26
1602197030,83.9,13.69
1602197060,81.77,14.69
1602197090,82.07,16.8
1602197120,81.09,15.63
1602197150,85.05,15.63
1602197180,82.78,15.46
1602197210,79.51,15.31
1602197240,83.33,19.49
1602197270,86.24,16.99
1602197300,85.41,17.42
1602197330,89.51,16.62
1602197360,90.38,15.54
1602197390,88.63,15.54
1602197420,86.86,15.41
1602197450,85.65,18.94
1602197480,87.72,17.52
1602197510,83.32,17.7
1602197540,82.87,17.95
1602197570,89.05,18.48
1602197600,86.27,15.62
1602197630,87.49,18.08
1602197660,90.43,17.98
1602197690,94.23,18.5
1602197720,91.46,17.96
1602197750,81.96,18.5
1602197780,84.59,13.65
1602197810,86.35,16.65
1602197840,85.98,16.98
