TimeStamp,HeartRate,BreathRate
1599419501,92.38,10.3
1599419531,92.38,16.97
1599419561,73.5,16.97
1599419591,76.38,16.97
1599419621,58.93,16.97
1599419651,78.28,16.97
1599419681,72.46,16.97
1599419711,69.46,16.97
1599419741,68.95,15.7
1599419771,63.36,14.52
1599419801,81.28,6.49
1599419831,81.85,6.49
1599419861,81.85,6.49
1599419891,81.85,6.49
1599419921,81.85,6.49
1599419951,81.85,6.49
1599419981,59.08,13.91
1599420011,78.63,13.56
1599420041,83.32,21.9
1599420071,83.32,15.54
1599420101,83.32,15.54
1599420131,82.32,15.54
1599420161,76.35,15.54
1599420191,76.49,15.54
1599420221,72.83,14.38
1599420251,72.06,15.05
1599420281,71.74,14.63
1599420311,72.72,15.76
1599420341,72.43,16.39
1599420371,73.46,15.82
1599420401,65.49,16.11
1599420431,70.89,16.11
1599420461,70.25,14.65
1599420491,66.45,14.46
1599420521,69.23,15.53
1599420551,72.32,15.43
1599420581,73.7,14.99
1599420611,74.4,14.44
1599420641,73.28,14.22
1599420671,74.51,14.22
1599420701,69.24,12.9
1599420731,80.96,14.59
1599420761,72.63,15.55
1599420791,71.71,14.9
1599420821,69.51,15.92
1599420851,68.79,14.29
1599420881,71.36,14.29
1599420911,72.87,14.29
1599420941,69.61,15.2
1599420971,68.9,14.16
1599421001,66.24,13.93
1599421031,66.24,14.06
1599421061,68.45,14.85
1599421091,68.03,14.85
1599421121,67.09,14.85
1599421151,67.07,14.85
1599421181,64.97,14.92
1599421211,66.67,15.37
1599421241,63.95,15.5
1599421271,61.6,14.49
1599421301,64.59,15.49
1599421331,67.24,15.66
1599421361,69.52,15.66
1599421391,68.03,15.66
1599421421,70.43,14.65
1599421451,66.94,15.02
1599421481,65.71,15.48
1599421511,65.44,15.86
1599421541,64.8,14.99
1599421571,61.24,16.89
1599421601,60.16,17.13
1599421631,61.89,17.13
1599421661,62.5,15.74
1599421691,63.99,17.75
1599421721,62.12,16.13
1599421751,63.59,16.22
1599421781,61.32,16.22
1599421811,62.17,16.22
1599421841,63.7,16.22
1599421871,63.08,16.22
1599421901,61.14,15.54
1599421931,60.52,16.14
1599421961,61.33,17.65
1599421991,61.1,16.1
1599422021,61.75,14.93
1599422051,59.89,14.93
1599422081,61.18,14.93
1599422111,61.18,14.93
1599422141,59.32,14.48
1599422171,59.41,16.15
1599422201,57.59,16.26
1599422231,58.65,14.75
1599422261,58.18,16.5
1599422291,57.97,16.5
1599422321,59.61,16.5
1599422351,57.89,16.5
1599422381,58.54,14.55
1599422411,58.83,14.71
1599422441,58.11,16.0
1599422471,59.3,15.42
1599422501,58.32,15.11
1599422531,57.66,14.08
1599422561,58.53,14.93
1599422591,57.86,14.93
1599422621,58.93,15.9
1599422651,58.91,15.5
1599422681,57.36,16.22
1599422711,57.96,15.93
1599422741,58.52,15.63
1599422771,57.79,16.69
1599422801,58.39,16.96
1599422831,58.39,16.96
1599422861,55.17,16.43
1599422891,56.67,15.15
1599422921,57.63,14.62
1599422951,58.07,15.05
1599422981,58.11,16.49
1599423011,59.84,14.38
1599423041,67.43,14.38
1599423071,55.15,14.38
1599423101,55.51,16.08
1599423131,55.77,16.2
1599423161,55.17,15.8
1599423191,58.35,17.07
1599423221,56.5,17.1
1599423251,55.56,15.17
1599423281,54.23,15.17
1599423311,53.98,15.17
1599423341,55.19,16.95
1599423371,54.59,19.28
1599423401,54.29,17.69
1599423431,54.49,16.41
1599423461,54.17,17.46
1599423491,55.14,16.3
1599423521,54.97,17.69
1599423551,54.57,19.01
1599423581,54.57,17.67
1599423611,54.98,18.76
1599423641,54.46,17.51
1599423671,55.6,16.91
1599423701,55.07,16.41
1599423731,55.63,17.69
1599423761,55.17,19.48
1599423791,54.55,19.48
1599423821,54.85,15.69
1599423851,55.46,15.96
1599423881,54.97,17.01
1599423911,55.24,18.94
1599423941,55.11,14.89
1599423971,56.45,15.05
1599424001,54.97,19.38
1599424031,55.26,19.38
1599424061,55.92,15.99
1599424091,54.7,15.67
1599424121,57.42,15.17
1599424151,56.47,15.82
1599424181,56.29,15.21
1599424211,55.85,15.52
1599424241,55.3,14.4
1599424271,55.99,14.4
1599424301,55.49,15.35
1599424331,54.97,17.61
1599424361,55.8,16.25
1599424391,55.78,16.93
1599424421,55.19,16.25
1599424451,55.42,17.67
1599424481,54.98,15.96
1599424511,57.56,15.96
1599424541,55.66,15.24
1599424571,55.47,14.14
1599424601,55.47,15.43
1599424631,54.81,16.34
1599424661,55.41,16.13
1599424691,54.63,16.8
1599424721,55.64,15.82
1599424751,55.09,17.36
1599424781,55.8,16.06
1599424811,55.64,17.14
1599424841,55.05,15.22
1599424871,55.01,15.58
1599424901,55.25,14.55
1599424931,55.32,16.48
1599424961,56.1,15.37
1599424991,53.95,17.14
1599425021,56.42,16.57
1599425051,54.1,16.65
1599425081,54.76,15.96
1599425111,55.73,16.09
1599425141,55.43,15.74
1599425171,72.0,15.35
1599425201,57.0,15.62
1599425231,56.81,15.62
1599425261,55.34,16.17
1599425291,55.14,15.46
1599425321,56.63,18.45
1599425351,55.59,13.94
1599425381,56.48,19.44
1599425411,55.98,16.45
1599425441,55.65,16.08
1599425471,55.99,18.23
1599425501,55.92,16.16
1599425531,56.74,14.12
1599425561,55.83,15.27
1599425591,56.9,13.99
1599425621,56.55,15.01
1599425651,56.21,15.21
1599425681,56.06,16.54
1599425711,58.89,16.54
1599425741,70.31,12.27
1599425771,56.22,12.68
1599425801,57.18,13.27
1599425831,58.17,13.02
1599425861,58.29,11.67
1599425891,58.16,13.65
1599425921,60.04,13.22
1599425951,56.73,13.22
1599425981,59.69,14.01
1599426011,58.37,12.92
1599426041,59.84,14.29
1599426071,60.03,15.97
1599426101,58.54,11.69
1599426131,57.35,13.15
1599426161,56.98,13.1
1599426191,60.31,12.35
1599426221,58.85,12.78
1599426251,57.34,14.04
1599426281,58.53,12.78
1599426311,57.93,13.08
1599426341,56.73,14.07
1599426371,61.78,13.24
1599426401,53.61,14.58
1599426431,57.87,14.59
1599426461,59.13,13.89
1599426491,57.85,13.78
1599426521,71.63,14.53
1599426551,64.41,12.83
1599426581,53.14,12.83
1599426611,54.88,12.83
1599426641,55.23,12.83
1599426671,74.01,12.83
1599426701,56.22,16.65
1599426731,53.64,13.57
1599426761,55.53,12.71
1599426791,55.84,13.38
1599426821,55.69,15.17
1599426851,54.94,15.69
1599426881,56.28,15.69
1599426911,56.34,15.69
1599426941,56.19,17.7
1599426971,54.91,15.76
1599427001,55.91,27.6
1599427031,57.31,28.41
1599427061,56.04,15.69
1599427091,55.2,14.87
1599427121,56.41,14.55
1599427151,55.48,17.45
1599427181,56.61,19.88
1599427211,55.97,17.05
1599427241,55.19,30.24
1599427271,55.45,28.9
1599427301,55.89,21.04
1599427331,56.08,18.56
1599427361,55.69,20.17
1599427391,55.33,19.78
1599427421,56.43,24.43
1599427451,54.89,19.13
1599427481,55.52,22.42
1599427511,55.28,18.29
1599427541,56.38,29.15
1599427571,56.29,26.76
1599427601,54.41,16.67
1599427631,56.05,30.12
1599427661,55.56,18.65
1599427691,55.44,22.46
1599427721,53.98,16.63
1599427751,54.12,16.04
1599427781,55.82,25.04
1599427811,55.07,16.99
1599427841,55.21,15.53
1599427871,54.42,17.69
1599427901,54.69,21.33
1599427931,55.51,14.93
1599427961,54.88,17.16
1599427991,54.7,15.6
1599428021,54.76,16.17
1599428051,54.11,16.43
1599428081,54.07,20.55
1599428111,54.94,31.12
1599428141,55.23,27.17
1599428171,55.17,18.7
1599428201,55.41,17.84
1599428231,58.18,16.39
1599428261,54.9,15.08
1599428291,54.39,17.3
1599428321,54.13,15.59
1599428351,54.43,15.59
1599428381,53.75,25.93
1599428411,55.0,21.71
1599428441,54.49,17.65
1599428471,54.14,16.85
1599428501,54.14,17.79
1599428531,53.64,15.69
1599428561,55.4,17.2
1599428591,54.39,16.03
1599428621,54.39,16.65
1599428651,54.42,17.05
1599428681,53.98,18.95
1599428711,54.74,18.45
1599428741,53.81,17.08
1599428771,53.65,15.92
1599428801,54.14,26.86
1599428831,54.96,25.08
1599428861,54.83,16.8
1599428891,53.02,20.23
1599428921,54.44,13.52
1599428951,53.82,19.38
1599428981,52.27,15.88
1599429011,54.17,17.13
1599429041,53.41,15.72
1599429071,53.24,18.74
1599429101,54.45,22.4
1599429131,53.89,17.94
1599429161,53.91,16.09
1599429191,53.48,19.51
1599429221,53.69,26.71
1599429251,54.35,23.51
1599429281,53.31,19.08
1599429311,53.56,15.67
1599429341,54.45,16.08
1599429371,53.76,23.36
1599429401,53.38,19.93
1599429431,54.04,16.45
1599429461,53.89,16.39
1599429491,52.39,16.38
1599429521,53.14,15.08
1599429551,53.45,16.5
1599429581,53.12,14.49
1599429611,80.42,13.94
1599429641,86.61,14.88
1599429671,61.41,15.02
1599429701,55.54,14.14
1599429731,58.16,13.71
1599429761,62.05,13.71
1599429791,57.88,13.71
