TimeStamp,HeartRate,BreathRate
1602607071,62.5,22.8
1602607101,87.57,21.87
1602607131,89.42,21.58
1602607161,86.75,21.58
1602607191,86.75,21.58
1602607221,79.21,21.58
1602607251,79.21,21.58
1602607281,84.98,21.58
1602607311,83.23,22.47
1602607341,83.83,21.13
1602607371,83.84,22.71
1602607401,84.72,22.71
1602607431,85.98,22.71
1602607461,83.34,22.71
1602607491,83.03,22.71
1602607521,85.18,22.71
1602607551,84.64,23.04
1602607581,84.53,20.98
1602607611,85.24,20.98
1602607641,80.71,20.98
1602607671,79.67,20.98
1602607701,81.62,20.98
1602607731,81.58,20.98
1602607761,83.32,20.98
1602607791,83.32,24.79
1602607821,83.32,22.62
1602607851,83.32,22.62
1602607881,83.32,22.62
1602607911,89.09,22.62
1602607941,80.76,22.62
1602607971,83.61,22.62
1602608001,83.72,22.62
1602608031,83.52,21.58
1602608061,82.83,22.39
1602608091,84.49,22.39
1602608121,86.01,22.39
1602608151,86.01,22.39
1602608181,81.45,22.39
1602608211,82.26,22.39
1602608241,85.11,22.39
1602608271,77.79,21.65
1602608301,81.34,19.56
1602608331,76.81,20.72
1602608361,84.07,20.8
1602608391,81.64,20.8
1602608421,79.2,20.8
1602608451,82.88,20.8
1602608481,86.72,20.8
1602608511,82.16,20.79
1602608541,82.02,20.52
1602608571,79.45,20.37
1602608601,79.81,20.79
1602608631,80.99,16.43
1602608661,80.99,16.43
1602608691,83.02,16.43
1602608721,85.62,16.43
1602608751,80.83,26.64
1602608781,85.03,26.6
1602608811,88.3,23.55
1602608841,81.94,23.57
1602608871,86.37,23.57
1602608901,86.41,23.57
1602608931,84.4,23.57
1602608961,85.14,23.57
1602608991,80.07,26.29
1602609021,84.15,25.45
1602609051,80.98,23.87
1602609081,88.29,23.87
1602609111,81.68,23.87
1602609141,86.49,23.87
1602609171,85.45,23.87
1602609201,85.87,23.87
1602609231,82.16,23.31
1602609261,83.59,20.44
1602609291,82.7,21.37
1602609321,82.96,21.8
1602609351,83.08,20.13
1602609381,83.99,21.2
1602609411,82.9,21.2
1602609441,82.36,21.2
1602609471,80.25,21.3
1602609501,79.55,19.87
1602609531,81.18,21.19
1602609561,85.61,20.86
1602609591,83.14,19.75
1602609621,79.46,19.4
1602609651,81.31,19.4
1602609681,81.35,19.4
1602609711,82.21,20.74
1602609741,83.02,20.86
1602609771,83.37,19.23
1602609801,82.76,20.45
1602609831,81.34,18.73
1602609861,81.72,18.52
1602609891,79.79,20.63
1602609921,81.52,18.89
1602609951,82.56,18.33
1602609981,81.9,18.87
1602610011,80.36,18.96
1602610041,85.68,20.99
1602610071,83.87,18.84
1602610101,84.16,18.96
1602610131,84.85,19.53
1602610161,84.35,16.11
1602610191,82.31,19.03
1602610221,83.53,18.18
1602610251,84.96,15.51
1602610281,77.9,19.18
1602610311,82.54,19.97
1602610341,82.9,17.77
1602610371,83.66,18.03
1602610401,81.59,17.03
1602610431,80.62,18.49
1602610461,82.03,19.4
1602610491,81.72,19.4
1602610521,81.5,17.88
1602610551,82.87,18.67
1602610581,81.59,17.79
1602610611,80.81,18.74
1602610641,79.33,18.03
1602610671,80.78,19.03
1602610701,77.64,19.32
1602610731,81.2,18.9
1602610761,83.37,19.92
1602610791,84.07,17.67
1602610821,82.69,17.12
1602610851,83.13,17.36
1602610881,81.36,16.61
1602610911,82.76,16.81
1602610941,80.47,17.78
1602610971,82.46,16.29
1602611001,78.05,19.57
1602611031,78.64,18.56
1602611061,80.98,17.46
1602611091,80.9,16.58
1602611121,81.71,16.58
1602611151,82.08,19.48
1602611181,80.94,17.4
1602611211,82.31,16.8
1602611241,81.71,20.09
1602611271,82.1,18.07
1602611301,73.81,16.22
1602611331,70.41,16.75
1602611361,78.74,16.75
1602611391,78.88,17.92
1602611421,79.37,18.2
1602611451,77.26,15.99
1602611481,77.95,16.15
1602611511,77.49,17.43
1602611541,78.1,15.7
1602611571,77.06,17.08
1602611601,77.4,16.86
1602611631,75.95,16.04
1602611661,79.13,16.43
1602611691,77.41,17.79
1602611721,74.83,17.79
1602611751,74.16,17.79
1602611781,76.83,17.79
1602611811,77.72,17.79
1602611841,74.61,17.79
1602611871,77.21,17.04
1602611901,75.43,17.18
1602611931,75.88,16.34
1602611961,77.33,15.62
1602611991,77.48,16.7
1602612021,78.02,15.78
1602612051,79.07,15.33
1602612081,77.05,15.33
1602612111,78.41,14.82
1602612141,76.76,14.82
1602612171,77.52,16.32
1602612201,78.01,15.64
1602612231,78.43,15.44
1602612261,80.16,19.32
1602612291,76.9,19.32
1602612321,76.83,19.32
1602612351,88.34,21.22
1602612381,83.28,21.28
